tpep_pickup_datetime,region_number,n
2016-06-02 17:00:00,1225,10
2016-06-02 17:00:00,1227,50
2016-06-02 17:00:00,1228,197
2016-06-02 17:00:00,1229,456
2016-06-02 17:00:00,1230,664
2016-06-02 17:00:00,1231,595
2016-06-02 17:00:00,1232,899
2016-06-02 17:00:00,1233,681
2016-06-02 17:00:00,1234,511
2016-06-02 17:00:00,1235,262
2016-06-02 17:00:00,1236,3
2016-06-02 17:00:00,1268,2
2016-06-02 17:00:00,1269,1
2016-06-02 17:00:00,1272,2
2016-06-02 17:00:00,1273,3
2016-06-02 17:00:00,1274,2
2016-06-02 17:00:00,1276,2
2016-06-02 17:00:00,1277,1
2016-06-02 17:00:00,1278,11
2016-06-02 17:00:00,1279,31
2016-06-02 17:00:00,1280,175
2016-06-02 17:00:00,1281,847
2016-06-02 17:00:00,1282,1121
2016-06-02 17:00:00,1283,347
2016-06-02 17:00:00,1284,143
2016-06-02 17:00:00,1285,384
2016-06-02 17:00:00,1286,303
2016-06-02 17:00:00,1287,94
2016-06-02 17:00:00,1314,1
2016-06-02 17:00:00,1322,1
2016-06-02 17:00:00,1323,1
2016-06-02 17:00:00,1324,4
2016-06-02 17:00:00,1326,11
2016-06-02 17:00:00,1327,7
2016-06-02 17:00:00,1331,63
2016-06-02 17:00:00,1332,479
2016-06-02 17:00:00,1333,743
2016-06-02 17:00:00,1334,843
2016-06-02 17:00:00,1335,187
2016-06-02 17:00:00,1336,104
2016-06-02 17:00:00,1337,110
2016-06-02 17:00:00,1338,87
2016-06-02 17:00:00,1339,16
2016-06-02 17:00:00,1362,2
2016-06-02 17:00:00,1371,2
2016-06-02 17:00:00,1372,1
2016-06-02 17:00:00,1373,2
2016-06-02 17:00:00,1375,1
2016-06-02 17:00:00,1376,3
2016-06-02 17:00:00,1377,1
2016-06-02 17:00:00,1378,6
2016-06-02 17:00:00,1379,4
2016-06-02 17:00:00,1380,14
2016-06-02 17:00:00,1381,2
2016-06-02 17:00:00,1382,19
2016-06-02 17:00:00,1383,332
2016-06-02 17:00:00,1384,597
2016-06-02 17:00:00,1385,397
2016-06-02 17:00:00,1386,56
2016-06-02 17:00:00,1387,42
2016-06-02 17:00:00,1388,31
2016-06-02 17:00:00,1389,8
2016-06-02 17:00:00,1390,9
2016-06-02 17:00:00,1391,2
2016-06-02 17:00:00,1421,1
2016-06-02 17:00:00,1422,1
2016-06-02 17:00:00,1425,1
2016-06-02 17:00:00,1427,1
2016-06-02 17:00:00,1430,4
2016-06-02 17:00:00,1431,15
2016-06-02 17:00:00,1432,4
2016-06-02 17:00:00,1434,14
2016-06-02 17:00:00,1435,4
2016-06-02 17:00:00,1436,46
2016-06-02 17:00:00,1437,48
2016-06-02 17:00:00,1438,28
2016-06-02 17:00:00,1439,6
2016-06-02 17:00:00,1440,3
2016-06-02 17:00:00,1441,3
2016-06-02 17:00:00,1442,7
2016-06-02 17:00:00,1443,1
2016-06-02 17:00:00,1470,1
2016-06-02 17:00:00,1473,1
2016-06-02 17:00:00,1479,2
2016-06-02 17:00:00,1480,5
2016-06-02 17:00:00,1481,5
2016-06-02 17:00:00,1482,9
2016-06-02 17:00:00,1483,7
2016-06-02 17:00:00,1484,1
2016-06-02 17:00:00,1485,1
2016-06-02 17:00:00,1486,1
2016-06-02 17:00:00,1487,1
2016-06-02 17:00:00,1488,5
2016-06-02 17:00:00,1489,4
2016-06-02 17:00:00,1490,3
2016-06-02 17:00:00,1491,1
2016-06-02 17:00:00,1522,1
2016-06-02 17:00:00,1529,1
2016-06-02 17:00:00,1530,3
2016-06-02 17:00:00,1531,3
2016-06-02 17:00:00,1532,1
2016-06-02 17:00:00,1533,3
2016-06-02 17:00:00,1536,1
2016-06-02 17:00:00,1539,3
2016-06-02 17:00:00,1540,1
2016-06-02 17:00:00,1541,2
2016-06-02 17:00:00,1542,1
2016-06-02 17:00:00,1544,1
2016-06-02 17:00:00,1545,1
2016-06-02 17:00:00,1579,1
2016-06-02 17:00:00,1580,1
2016-06-02 17:00:00,1581,3
2016-06-02 17:00:00,1590,1
2016-06-02 17:00:00,1596,1
2016-06-02 17:00:00,1630,2
2016-06-02 17:00:00,1633,2
2016-06-02 17:00:00,1680,3
2016-06-02 17:00:00,1681,2
2016-06-02 17:00:00,1682,2
2016-06-02 17:00:00,1683,11
2016-06-02 17:00:00,1684,27
2016-06-02 17:00:00,1733,5
2016-06-02 17:00:00,1734,275
2016-06-02 17:00:00,1781,1
2016-06-02 17:00:00,1782,1
2016-06-02 17:00:00,1783,339
2016-06-02 17:00:00,1790,1
2016-06-02 17:00:00,1878,1
2016-06-02 17:00:00,1882,1
2016-06-02 17:00:00,1975,1
2016-06-02 17:00:00,2018,1
2016-06-02 17:00:00,2019,1
2016-06-02 17:00:00,2020,1
2016-06-02 17:00:00,2021,3
2016-06-02 17:00:00,2022,2
2016-06-02 17:00:00,2023,1
2016-06-02 17:00:00,2024,2
2016-06-02 17:00:00,2025,1
2016-06-02 17:00:00,2032,1
2016-06-02 17:00:00,2068,155
2016-06-02 17:00:00,2069,12
2016-06-02 17:00:00,2070,4
2016-06-02 17:00:00,2118,244
2016-06-02 17:00:00,2119,43
2016-06-02 17:00:00,2168,50
2016-06-02 17:00:00,2213,1
2016-06-02 18:00:00,324,1
2016-06-02 18:00:00,374,1
2016-06-02 18:00:00,978,1
2016-06-02 18:00:00,1072,3
2016-06-02 18:00:00,1075,108
2016-06-02 18:00:00,1076,228
2016-06-02 18:00:00,1077,169
2016-06-02 18:00:00,1078,5
2016-06-02 18:00:00,1122,2
2016-06-02 18:00:00,1125,116
2016-06-02 18:00:00,1126,324
2016-06-02 18:00:00,1127,404
2016-06-02 18:00:00,1128,359
2016-06-02 18:00:00,1129,349
2016-06-02 18:00:00,1130,586
2016-06-02 18:00:00,1131,298
2016-06-02 18:00:00,1132,91
2016-06-02 18:00:00,1171,2
2016-06-02 18:00:00,1172,2
2016-06-02 18:00:00,1173,28
2016-06-02 18:00:00,1174,35
2016-06-02 18:00:00,1175,30
2016-06-02 18:00:00,1176,9
2016-06-02 18:00:00,1177,258
2016-06-02 18:00:00,1178,536
2016-06-02 18:00:00,1179,666
2016-06-02 18:00:00,1180,711
2016-06-02 18:00:00,1181,704
2016-06-02 18:00:00,1182,455
2016-06-02 18:00:00,1183,151
2016-06-02 18:00:00,1184,26
2016-06-02 18:00:00,1220,2
2016-06-02 18:00:00,1221,4
2016-06-02 18:00:00,1222,7
2016-06-02 18:00:00,1223,14
2016-06-02 18:00:00,1224,39
2016-06-02 18:00:00,1225,20
2016-06-02 18:00:00,1226,3
2016-06-02 18:00:00,1227,85
2016-06-02 18:00:00,1228,259
2016-06-02 18:00:00,1229,619
2016-06-02 18:00:00,1230,902
2016-06-02 18:00:00,1231,869
2016-06-02 18:00:00,1232,1220
2016-06-02 18:00:00,1233,898
2016-06-02 18:00:00,1234,651
2016-06-02 18:00:00,1235,283
2016-06-02 18:00:00,1236,3
2016-06-02 18:00:00,1271,1
2016-06-02 18:00:00,1272,9
2016-06-02 18:00:00,1273,7
2016-06-02 18:00:00,1274,6
2016-06-02 18:00:00,1277,5
2016-06-02 18:00:00,1278,17
2016-06-02 18:00:00,1279,35
2016-06-02 18:00:00,1280,235
2016-06-02 18:00:00,1281,1003
2016-06-02 18:00:00,1282,1585
2016-06-02 18:00:00,1283,427
2016-06-02 18:00:00,1284,158
2016-06-02 18:00:00,1285,451
2016-06-02 18:00:00,1286,396
2016-06-02 18:00:00,1287,99
2016-06-02 18:00:00,1288,1
2016-06-02 18:00:00,1319,1
2016-06-02 18:00:00,1321,2
2016-06-02 18:00:00,1322,2
2016-06-02 18:00:00,1323,2
2016-06-02 18:00:00,1324,1
2016-06-02 18:00:00,1325,3
2016-06-02 18:00:00,1326,13
2016-06-02 18:00:00,1327,10
2016-06-02 18:00:00,1328,3
2016-06-02 18:00:00,1330,2
2016-06-02 18:00:00,1331,75
2016-06-02 18:00:00,1332,541
2016-06-02 18:00:00,1333,976
2016-06-02 18:00:00,1334,865
2016-06-02 18:00:00,1335,195
2016-06-02 18:00:00,1336,126
2016-06-02 18:00:00,1337,111
2016-06-02 18:00:00,1338,72
2016-06-02 18:00:00,1339,17
2016-06-02 18:00:00,1371,1
2016-06-02 18:00:00,1372,1
2016-06-02 18:00:00,1373,2
2016-06-02 18:00:00,1375,3
2016-06-02 18:00:00,1376,3
2016-06-02 18:00:00,1377,2
2016-06-02 18:00:00,1378,2
2016-06-02 18:00:00,1379,1
2016-06-02 18:00:00,1380,10
2016-06-02 18:00:00,1381,3
2016-06-02 18:00:00,1382,39
2016-06-02 18:00:00,1383,410
2016-06-02 18:00:00,1384,662
2016-06-02 18:00:00,1385,399
2016-06-02 18:00:00,1386,61
2016-06-02 18:00:00,1387,32
2016-06-02 18:00:00,1388,32
2016-06-02 18:00:00,1389,13
2016-06-02 18:00:00,1390,4
2016-06-02 18:00:00,1391,4
2016-06-02 18:00:00,1422,1
2016-06-02 18:00:00,1427,1
2016-06-02 18:00:00,1428,1
2016-06-02 18:00:00,1430,5
2016-06-02 18:00:00,1431,12
2016-06-02 18:00:00,1432,4
2016-06-02 18:00:00,1434,24
2016-06-02 18:00:00,1435,13
2016-06-02 18:00:00,1436,26
2016-06-02 18:00:00,1437,45
2016-06-02 18:00:00,1438,16
2016-06-02 18:00:00,1439,4
2016-06-02 18:00:00,1440,2
2016-06-02 18:00:00,1441,3
2016-06-02 18:00:00,1442,8
2016-06-02 18:00:00,1443,1
2016-06-02 18:00:00,1473,1
2016-06-02 18:00:00,1474,1
2016-06-02 18:00:00,1476,1
2016-06-02 18:00:00,1479,2
2016-06-02 18:00:00,1480,8
2016-06-02 18:00:00,1481,3
2016-06-02 18:00:00,1482,6
2016-06-02 18:00:00,1483,4
2016-06-02 18:00:00,1484,2
2016-06-02 18:00:00,1486,4
2016-06-02 18:00:00,1488,2
2016-06-02 18:00:00,1489,3
2016-06-02 18:00:00,1493,4
2016-06-02 18:00:00,1495,1
2016-06-02 18:00:00,1530,2
2016-06-02 18:00:00,1532,3
2016-06-02 18:00:00,1533,3
2016-06-02 18:00:00,1534,1
2016-06-02 18:00:00,1536,1
2016-06-02 18:00:00,1537,1
2016-06-02 18:00:00,1539,1
2016-06-02 18:00:00,1565,1
2016-06-02 18:00:00,1581,5
2016-06-02 18:00:00,1582,1
2016-06-02 18:00:00,1630,5
2016-06-02 18:00:00,1632,1
2016-06-02 18:00:00,1633,1
2016-06-02 18:00:00,1683,10
2016-06-02 18:00:00,1684,25
2016-06-02 18:00:00,1733,9
2016-06-02 18:00:00,1734,307
2016-06-02 18:00:00,1778,2
2016-06-02 18:00:00,1782,1
2016-06-02 18:00:00,1783,318
2016-06-02 18:00:00,1824,1
2016-06-02 18:00:00,1829,1
2016-06-02 18:00:00,1830,1
2016-06-02 18:00:00,1882,1
2016-06-02 18:00:00,1927,1
2016-06-02 18:00:00,1931,1
2016-06-02 18:00:00,1970,1
2016-06-02 18:00:00,1975,1
2016-06-02 18:00:00,1976,1
2016-06-02 18:00:00,1977,1
2016-06-02 18:00:00,2018,2
2016-06-02 18:00:00,2019,3
2016-06-02 18:00:00,2020,1
2016-06-02 18:00:00,2021,1
2016-06-02 18:00:00,2022,3
2016-06-02 18:00:00,2023,4
2016-06-02 18:00:00,2068,129
2016-06-02 18:00:00,2069,23
2016-06-02 18:00:00,2070,4
2016-06-02 18:00:00,2071,1
2016-06-02 18:00:00,2118,192
2016-06-02 18:00:00,2119,11
2016-06-02 18:00:00,2168,61
2016-06-02 18:00:00,2171,1
2016-06-02 18:00:00,2226,1
2016-06-02 19:00:00,191,1
2016-06-02 19:00:00,324,1
2016-06-02 19:00:00,325,1
2016-06-02 19:00:00,1035,1
2016-06-02 19:00:00,1072,1
2016-06-02 19:00:00,1075,113
2016-06-02 19:00:00,1076,198
2016-06-02 19:00:00,1077,167
2016-06-02 19:00:00,1078,1
2016-06-02 19:00:00,1119,3
2016-06-02 19:00:00,1122,2
2016-06-02 19:00:00,1125,128
2016-06-02 19:00:00,1126,334
2016-06-02 19:00:00,1127,489
2016-06-02 19:00:00,1128,537
2016-06-02 19:00:00,1129,417
2016-06-02 19:00:00,1130,696
2016-06-02 19:00:00,1131,324
2016-06-02 19:00:00,1132,61
2016-06-02 19:00:00,1137,1
2016-06-02 19:00:00,1167,1
2016-06-02 19:00:00,1170,1
2016-06-02 19:00:00,1171,1
2016-06-02 19:00:00,1172,7
2016-06-02 19:00:00,1173,26
2016-06-02 19:00:00,1174,40
2016-06-02 19:00:00,1175,19
2016-06-02 19:00:00,1176,16
2016-06-02 19:00:00,1177,363
2016-06-02 19:00:00,1178,635
2016-06-02 19:00:00,1179,846
2016-06-02 19:00:00,1180,1002
2016-06-02 19:00:00,1181,1059
2016-06-02 19:00:00,1182,511
2016-06-02 19:00:00,1183,132
2016-06-02 19:00:00,1184,25
2016-06-02 19:00:00,1218,1
2016-06-02 19:00:00,1221,5
2016-06-02 19:00:00,1222,14
2016-06-02 19:00:00,1223,17
2016-06-02 19:00:00,1224,29
2016-06-02 19:00:00,1225,12
2016-06-02 19:00:00,1226,5
2016-06-02 19:00:00,1227,135
2016-06-02 19:00:00,1228,334
2016-06-02 19:00:00,1229,665
2016-06-02 19:00:00,1230,1144
2016-06-02 19:00:00,1231,1046
2016-06-02 19:00:00,1232,1253
2016-06-02 19:00:00,1233,905
2016-06-02 19:00:00,1234,504
2016-06-02 19:00:00,1235,237
2016-06-02 19:00:00,1236,5
2016-06-02 19:00:00,1269,2
2016-06-02 19:00:00,1271,1
2016-06-02 19:00:00,1272,9
2016-06-02 19:00:00,1273,15
2016-06-02 19:00:00,1274,6
2016-06-02 19:00:00,1275,3
2016-06-02 19:00:00,1276,3
2016-06-02 19:00:00,1278,18
2016-06-02 19:00:00,1279,35
2016-06-02 19:00:00,1280,277
2016-06-02 19:00:00,1281,1300
2016-06-02 19:00:00,1282,1926
2016-06-02 19:00:00,1283,435
2016-06-02 19:00:00,1284,137
2016-06-02 19:00:00,1285,404
2016-06-02 19:00:00,1286,295
2016-06-02 19:00:00,1287,104
2016-06-02 19:00:00,1314,1
2016-06-02 19:00:00,1317,1
2016-06-02 19:00:00,1319,2
2016-06-02 19:00:00,1324,3
2016-06-02 19:00:00,1325,4
2016-06-02 19:00:00,1326,21
2016-06-02 19:00:00,1327,17
2016-06-02 19:00:00,1328,2
2016-06-02 19:00:00,1330,4
2016-06-02 19:00:00,1331,73
2016-06-02 19:00:00,1332,524
2016-06-02 19:00:00,1333,911
2016-06-02 19:00:00,1334,702
2016-06-02 19:00:00,1335,142
2016-06-02 19:00:00,1336,97
2016-06-02 19:00:00,1337,102
2016-06-02 19:00:00,1338,56
2016-06-02 19:00:00,1339,16
2016-06-02 19:00:00,1373,1
2016-06-02 19:00:00,1374,3
2016-06-02 19:00:00,1376,6
2016-06-02 19:00:00,1377,1
2016-06-02 19:00:00,1378,4
2016-06-02 19:00:00,1379,2
2016-06-02 19:00:00,1380,6
2016-06-02 19:00:00,1381,3
2016-06-02 19:00:00,1382,55
2016-06-02 19:00:00,1383,317
2016-06-02 19:00:00,1384,591
2016-06-02 19:00:00,1385,319
2016-06-02 19:00:00,1386,38
2016-06-02 19:00:00,1387,21
2016-06-02 19:00:00,1388,15
2016-06-02 19:00:00,1389,14
2016-06-02 19:00:00,1390,6
2016-06-02 19:00:00,1391,1
2016-06-02 19:00:00,1423,1
2016-06-02 19:00:00,1424,3
2016-06-02 19:00:00,1425,2
2016-06-02 19:00:00,1427,1
2016-06-02 19:00:00,1428,1
2016-06-02 19:00:00,1429,2
2016-06-02 19:00:00,1430,5
2016-06-02 19:00:00,1431,10
2016-06-02 19:00:00,1432,1
2016-06-02 19:00:00,1434,19
2016-06-02 19:00:00,1435,14
2016-06-02 19:00:00,1436,35
2016-06-02 19:00:00,1437,27
2016-06-02 19:00:00,1438,3
2016-06-02 19:00:00,1439,3
2016-06-02 19:00:00,1440,3
2016-06-02 19:00:00,1441,4
2016-06-02 19:00:00,1442,9
2016-06-02 19:00:00,1443,3
2016-06-02 19:00:00,1471,1
2016-06-02 19:00:00,1475,1
2016-06-02 19:00:00,1476,1
2016-06-02 19:00:00,1479,2
2016-06-02 19:00:00,1480,7
2016-06-02 19:00:00,1481,1
2016-06-02 19:00:00,1482,3
2016-06-02 19:00:00,1483,8
2016-06-02 19:00:00,1484,2
2016-06-02 19:00:00,1485,1
2016-06-02 19:00:00,1486,1
2016-06-02 19:00:00,1487,2
2016-06-02 19:00:00,1488,3
2016-06-02 19:00:00,1489,2
2016-06-02 19:00:00,1490,1
2016-06-02 19:00:00,1493,4
2016-06-02 19:00:00,1495,2
2016-06-02 19:00:00,1530,3
2016-06-02 19:00:00,1531,1
2016-06-02 19:00:00,1532,2
2016-06-02 19:00:00,1534,1
2016-06-02 19:00:00,1536,1
2016-06-02 19:00:00,1538,1
2016-06-02 19:00:00,1539,1
2016-06-02 19:00:00,1579,1
2016-06-02 19:00:00,1580,1
2016-06-02 19:00:00,1581,3
2016-06-02 19:00:00,1583,2
2016-06-02 19:00:00,1630,1
2016-06-02 19:00:00,1631,2
2016-06-02 19:00:00,1632,1
2016-06-02 19:00:00,1633,2
2016-06-02 19:00:00,1672,1
2016-06-02 19:00:00,1676,1
2016-06-02 19:00:00,1678,1
2016-06-02 19:00:00,1681,1
2016-06-02 19:00:00,1683,16
2016-06-02 19:00:00,1684,47
2016-06-02 19:00:00,1729,1
2016-06-02 19:00:00,1733,8
2016-06-02 19:00:00,1734,287
2016-06-02 19:00:00,1783,315
2016-06-02 19:00:00,1821,1
2016-06-02 19:00:00,1877,1
2016-06-02 19:00:00,1927,2
2016-06-02 19:00:00,1975,2
2016-06-02 19:00:00,1976,1
2016-06-02 19:00:00,2018,1
2016-06-02 19:00:00,2019,2
2016-06-02 19:00:00,2021,5
2016-06-02 19:00:00,2022,2
2016-06-02 19:00:00,2023,4
2016-06-02 19:00:00,2024,1
2016-06-02 19:00:00,2068,143
2016-06-02 19:00:00,2069,8
2016-06-02 19:00:00,2070,4
2016-06-02 19:00:00,2071,1
2016-06-02 19:00:00,2118,211
2016-06-02 19:00:00,2119,51
2016-06-02 19:00:00,2168,92
2016-06-02 19:00:00,2219,1
2016-06-02 20:00:00,1023,1
2016-06-02 20:00:00,1072,1
2016-06-02 20:00:00,1075,123
2016-06-02 20:00:00,1076,208
2016-06-02 20:00:00,1077,179
2016-06-02 20:00:00,1078,3
2016-06-02 20:00:00,1122,4
2016-06-02 20:00:00,1123,1
2016-06-02 20:00:00,1125,130
2016-06-02 20:00:00,1126,380
2016-06-02 20:00:00,1127,498
2016-06-02 20:00:00,1128,559
2016-06-02 20:00:00,1129,466
2016-06-02 20:00:00,1130,726
2016-06-02 20:00:00,1131,324
2016-06-02 20:00:00,1132,56
2016-06-02 20:00:00,1171,3
2016-06-02 20:00:00,1172,7
2016-06-02 20:00:00,1173,19
2016-06-02 20:00:00,1174,35
2016-06-02 20:00:00,1175,32
2016-06-02 20:00:00,1176,18
2016-06-02 20:00:00,1177,410
2016-06-02 20:00:00,1178,734
2016-06-02 20:00:00,1179,835
2016-06-02 20:00:00,1180,983
2016-06-02 20:00:00,1181,936
2016-06-02 20:00:00,1182,619
2016-06-02 20:00:00,1183,126
2016-06-02 20:00:00,1184,31
2016-06-02 20:00:00,1218,1
2016-06-02 20:00:00,1220,1
2016-06-02 20:00:00,1221,5
2016-06-02 20:00:00,1222,15
2016-06-02 20:00:00,1223,20
2016-06-02 20:00:00,1224,44
2016-06-02 20:00:00,1225,9
2016-06-02 20:00:00,1226,2
2016-06-02 20:00:00,1227,185
2016-06-02 20:00:00,1228,423
2016-06-02 20:00:00,1229,672
2016-06-02 20:00:00,1230,1159
2016-06-02 20:00:00,1231,1110
2016-06-02 20:00:00,1232,1125
2016-06-02 20:00:00,1233,920
2016-06-02 20:00:00,1234,527
2016-06-02 20:00:00,1235,192
2016-06-02 20:00:00,1236,1
2016-06-02 20:00:00,1268,1
2016-06-02 20:00:00,1271,5
2016-06-02 20:00:00,1272,16
2016-06-02 20:00:00,1273,17
2016-06-02 20:00:00,1274,14
2016-06-02 20:00:00,1277,10
2016-06-02 20:00:00,1278,18
2016-06-02 20:00:00,1279,35
2016-06-02 20:00:00,1280,265
2016-06-02 20:00:00,1281,1314
2016-06-02 20:00:00,1282,1817
2016-06-02 20:00:00,1283,545
2016-06-02 20:00:00,1284,268
2016-06-02 20:00:00,1285,390
2016-06-02 20:00:00,1286,262
2016-06-02 20:00:00,1287,82
2016-06-02 20:00:00,1319,2
2016-06-02 20:00:00,1321,2
2016-06-02 20:00:00,1322,4
2016-06-02 20:00:00,1323,2
2016-06-02 20:00:00,1324,6
2016-06-02 20:00:00,1325,2
2016-06-02 20:00:00,1326,17
2016-06-02 20:00:00,1327,23
2016-06-02 20:00:00,1328,5
2016-06-02 20:00:00,1329,1
2016-06-02 20:00:00,1331,65
2016-06-02 20:00:00,1332,512
2016-06-02 20:00:00,1333,768
2016-06-02 20:00:00,1334,652
2016-06-02 20:00:00,1335,104
2016-06-02 20:00:00,1336,69
2016-06-02 20:00:00,1337,105
2016-06-02 20:00:00,1338,61
2016-06-02 20:00:00,1339,19
2016-06-02 20:00:00,1372,3
2016-06-02 20:00:00,1374,3
2016-06-02 20:00:00,1376,17
2016-06-02 20:00:00,1377,10
2016-06-02 20:00:00,1378,9
2016-06-02 20:00:00,1379,3
2016-06-02 20:00:00,1380,9
2016-06-02 20:00:00,1381,5
2016-06-02 20:00:00,1382,48
2016-06-02 20:00:00,1383,243
2016-06-02 20:00:00,1384,482
2016-06-02 20:00:00,1385,260
2016-06-02 20:00:00,1386,46
2016-06-02 20:00:00,1387,34
2016-06-02 20:00:00,1388,27
2016-06-02 20:00:00,1389,10
2016-06-02 20:00:00,1390,7
2016-06-02 20:00:00,1391,1
2016-06-02 20:00:00,1415,1
2016-06-02 20:00:00,1421,1
2016-06-02 20:00:00,1422,1
2016-06-02 20:00:00,1423,2
2016-06-02 20:00:00,1424,1
2016-06-02 20:00:00,1425,2
2016-06-02 20:00:00,1426,3
2016-06-02 20:00:00,1427,3
2016-06-02 20:00:00,1430,8
2016-06-02 20:00:00,1431,19
2016-06-02 20:00:00,1432,2
2016-06-02 20:00:00,1434,7
2016-06-02 20:00:00,1435,15
2016-06-02 20:00:00,1436,51
2016-06-02 20:00:00,1437,24
2016-06-02 20:00:00,1438,12
2016-06-02 20:00:00,1439,6
2016-06-02 20:00:00,1440,3
2016-06-02 20:00:00,1441,1
2016-06-02 20:00:00,1442,2
2016-06-02 20:00:00,1443,5
2016-06-02 20:00:00,1471,1
2016-06-02 20:00:00,1472,1
2016-06-02 20:00:00,1473,1
2016-06-02 20:00:00,1475,1
2016-06-02 20:00:00,1480,9
2016-06-02 20:00:00,1481,3
2016-06-02 20:00:00,1482,8
2016-06-02 20:00:00,1483,3
2016-06-02 20:00:00,1484,1
2016-06-02 20:00:00,1485,2
2016-06-02 20:00:00,1486,3
2016-06-02 20:00:00,1487,1
2016-06-02 20:00:00,1488,2
2016-06-02 20:00:00,1489,3
2016-06-02 20:00:00,1490,3
2016-06-02 20:00:00,1493,3
2016-06-02 20:00:00,1495,1
2016-06-02 20:00:00,1526,1
2016-06-02 20:00:00,1530,3
2016-06-02 20:00:00,1531,1
2016-06-02 20:00:00,1532,1
2016-06-02 20:00:00,1533,5
2016-06-02 20:00:00,1534,2
2016-06-02 20:00:00,1536,1
2016-06-02 20:00:00,1539,1
2016-06-02 20:00:00,1545,3
2016-06-02 20:00:00,1571,1
2016-06-02 20:00:00,1580,2
2016-06-02 20:00:00,1581,3
2016-06-02 20:00:00,1583,2
2016-06-02 20:00:00,1584,6
2016-06-02 20:00:00,1619,1
2016-06-02 20:00:00,1632,1
2016-06-02 20:00:00,1669,1
2016-06-02 20:00:00,1683,3
2016-06-02 20:00:00,1698,1
2016-06-02 20:00:00,1722,1
2016-06-02 20:00:00,1733,9
2016-06-02 20:00:00,1734,340
2016-06-02 20:00:00,1743,1
2016-06-02 20:00:00,1783,279
2016-06-02 20:00:00,1827,1
2016-06-02 20:00:00,1828,1
2016-06-02 20:00:00,1829,1
2016-06-02 20:00:00,1872,1
2016-06-02 20:00:00,1926,1
2016-06-02 20:00:00,1927,1
2016-06-02 20:00:00,1975,1
2016-06-02 20:00:00,2018,1
2016-06-02 20:00:00,2019,4
2016-06-02 20:00:00,2020,2
2016-06-02 20:00:00,2023,8
2016-06-02 20:00:00,2027,1
2016-06-02 20:00:00,2068,124
2016-06-02 20:00:00,2069,15
2016-06-02 20:00:00,2070,2
2016-06-02 20:00:00,2071,2
2016-06-02 20:00:00,2076,1
2016-06-02 20:00:00,2118,153
2016-06-02 20:00:00,2119,94
2016-06-02 20:00:00,2120,1
2016-06-02 20:00:00,2168,83
2016-06-02 20:00:00,2321,1
2016-06-02 21:00:00,762,1
2016-06-02 21:00:00,976,1
2016-06-02 21:00:00,977,2
2016-06-02 21:00:00,979,1
2016-06-02 21:00:00,1031,1
2016-06-02 21:00:00,1075,138
2016-06-02 21:00:00,1076,202
2016-06-02 21:00:00,1077,142
2016-06-02 21:00:00,1078,1
2016-06-02 21:00:00,1119,3
2016-06-02 21:00:00,1122,4
2016-06-02 21:00:00,1123,2
2016-06-02 21:00:00,1125,123
2016-06-02 21:00:00,1126,388
2016-06-02 21:00:00,1127,510
2016-06-02 21:00:00,1128,573
2016-06-02 21:00:00,1129,572
2016-06-02 21:00:00,1130,721
2016-06-02 21:00:00,1131,234
2016-06-02 21:00:00,1132,62
2016-06-02 21:00:00,1168,1
2016-06-02 21:00:00,1171,5
2016-06-02 21:00:00,1172,8
2016-06-02 21:00:00,1173,28
2016-06-02 21:00:00,1174,33
2016-06-02 21:00:00,1175,36
2016-06-02 21:00:00,1176,26
2016-06-02 21:00:00,1177,490
2016-06-02 21:00:00,1178,862
2016-06-02 21:00:00,1179,771
2016-06-02 21:00:00,1180,903
2016-06-02 21:00:00,1181,884
2016-06-02 21:00:00,1182,753
2016-06-02 21:00:00,1183,148
2016-06-02 21:00:00,1184,22
2016-06-02 21:00:00,1220,3
2016-06-02 21:00:00,1221,4
2016-06-02 21:00:00,1222,20
2016-06-02 21:00:00,1223,29
2016-06-02 21:00:00,1224,31
2016-06-02 21:00:00,1225,25
2016-06-02 21:00:00,1226,5
2016-06-02 21:00:00,1227,263
2016-06-02 21:00:00,1228,527
2016-06-02 21:00:00,1229,750
2016-06-02 21:00:00,1230,1228
2016-06-02 21:00:00,1231,986
2016-06-02 21:00:00,1232,1037
2016-06-02 21:00:00,1233,1178
2016-06-02 21:00:00,1234,633
2016-06-02 21:00:00,1235,190
2016-06-02 21:00:00,1236,1
2016-06-02 21:00:00,1272,11
2016-06-02 21:00:00,1273,22
2016-06-02 21:00:00,1274,13
2016-06-02 21:00:00,1276,4
2016-06-02 21:00:00,1277,4
2016-06-02 21:00:00,1278,17
2016-06-02 21:00:00,1279,29
2016-06-02 21:00:00,1280,252
2016-06-02 21:00:00,1281,1514
2016-06-02 21:00:00,1282,1633
2016-06-02 21:00:00,1283,525
2016-06-02 21:00:00,1284,178
2016-06-02 21:00:00,1285,384
2016-06-02 21:00:00,1286,232
2016-06-02 21:00:00,1287,80
2016-06-02 21:00:00,1318,3
2016-06-02 21:00:00,1319,1
2016-06-02 21:00:00,1320,2
2016-06-02 21:00:00,1321,7
2016-06-02 21:00:00,1322,1
2016-06-02 21:00:00,1323,6
2016-06-02 21:00:00,1324,9
2016-06-02 21:00:00,1325,1
2016-06-02 21:00:00,1326,33
2016-06-02 21:00:00,1327,33
2016-06-02 21:00:00,1328,3
2016-06-02 21:00:00,1330,2
2016-06-02 21:00:00,1331,68
2016-06-02 21:00:00,1332,474
